producer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Wholesale beef,September,2003,2004,Mid point of prediction interval,3.1
Wholesale beef,September,2003,2004,Upper bound of prediction interval,19.7
Wholesale beef,July,2003,2004,Upper bound of prediction interval,23.4
Wholesale pork,October,2003,2004,Lower bound of prediction interval,-15.0
Wholesale pork,October,2003,2004,Mid point of prediction interval,-1.8
Wholesale pork,October,2003,2004,Upper bound of prediction interval,13.5
Wholesale poultry,November,2003,2004,Lower bound of prediction interval,-6.6
Wholesale poultry,November,2003,2004,Mid point of prediction interval,-0.4
Wholesale poultry,November,2003,2004,Upper bound of prediction interval,6.2
Wholesale poultry,December,2003,2004,Lower bound of prediction interval,-5.9
Wholesale poultry,December,2003,2004,Mid point of prediction interval,0.2
Wholesale poultry,December,2003,2004,Upper bound of prediction interval,6.6
Wholesale poultry,October,2003,2004,Upper bound of prediction interval,7.0
Farm-level eggs,July,2003,2004,Lower bound of prediction interval,-44.2
Farm-level eggs,July,2003,2004,Upper bound of prediction interval,62.1
Farm-level eggs,August,2003,2004,Lower bound of prediction interval,-37.9
Farm-level eggs,August,2003,2004,Mid point of prediction interval,3.9
Farm-level eggs,August,2003,2004,Upper bound of prediction interval,73.0
Farm-level eggs,September,2003,2004,Lower bound of prediction interval,-28.2
Farm-level eggs,September,2003,2004,Mid point of prediction interval,16.4
Farm-level eggs,July,2003,2004,Mid point of prediction interval,-4.9
Farm-level cattle,November,2003,2004,Lower bound of prediction interval,3.1
Wholesale poultry,October,2003,2004,Mid point of prediction interval,0.2
Wholesale poultry,September,2003,2004,Upper bound of prediction interval,6.8
Wholesale pork,November,2003,2004,Lower bound of prediction interval,-14.1
Wholesale pork,November,2003,2004,Mid point of prediction interval,-1.3
Wholesale pork,November,2003,2004,Upper bound of prediction interval,13.8
Wholesale pork,December,2003,2004,Lower bound of prediction interval,-14.3
Wholesale pork,December,2003,2004,Mid point of prediction interval,-2.2
Wholesale pork,December,2003,2004,Upper bound of prediction interval,11.8
Wholesale poultry,October,2003,2004,Lower bound of prediction interval,-6.2
Wholesale poultry,July,2003,2004,Lower bound of prediction interval,-6.9
Wholesale poultry,July,2003,2004,Upper bound of prediction interval,6.5
Wholesale poultry,August,2003,2004,Lower bound of prediction interval,-6.3
Wholesale poultry,August,2003,2004,Mid point of prediction interval,0.3
Wholesale poultry,August,2003,2004,Upper bound of prediction interval,7.3
Wholesale poultry,September,2003,2004,Lower bound of prediction interval,-6.3
Wholesale poultry,September,2003,2004,Mid point of prediction interval,0.0
Wholesale poultry,July,2003,2004,Mid point of prediction interval,-0.4
Farm-level eggs,September,2003,2004,Upper bound of prediction interval,91.3
Farm-level cattle,October,2003,2004,Upper bound of prediction interval,36.7
Farm-level cattle,October,2003,2004,Lower bound of prediction interval,-11.9
Wholesale wheat flour,March,2003,2003,Upper bound of prediction interval,18.5
Wholesale wheat flour,March,2003,2003,Mid point of prediction interval,7.2
Wholesale wheat flour,March,2003,2003,Lower bound of prediction interval,-2.6
Wholesale wheat flour,February,2003,2003,Upper bound of prediction interval,18.2
Wholesale wheat flour,February,2003,2003,Mid point of prediction interval,5.4
Wholesale wheat flour,February,2003,2003,Lower bound of prediction interval,-5.8
Wholesale wheat flour,January,2003,2003,Upper bound of prediction interval,17.1
Wholesale wheat flour,January,2003,2003,Mid point of prediction interval,2.8
Wholesale wheat flour,January,2003,2003,Lower bound of prediction interval,-9.8
Farm-level wheat,December,2003,2003,Upper bound of prediction interval,1.5
Farm-level wheat,December,2003,2003,Mid point of prediction interval,0.4
Farm-level wheat,December,2003,2003,Lower bound of prediction interval,-0.7
Farm-level wheat,November,2003,2003,Upper bound of prediction interval,0.1
Farm-level wheat,November,2003,2003,Mid point of prediction interval,-2.1
Farm-level wheat,November,2003,2003,Lower bound of prediction interval,-4.1
Farm-level wheat,October,2003,2003,Upper bound of prediction interval,2.4
Farm-level wheat,October,2003,2003,Mid point of prediction interval,-1.4
Farm-level wheat,May,2003,2003,Upper bound of prediction interval,11.4
Farm-level wheat,June,2003,2003,Lower bound of prediction interval,-8.9
Farm-level wheat,June,2003,2003,Mid point of prediction interval,1.5
Farm-level wheat,June,2003,2003,Upper bound of prediction interval,14.1
Farm-level wheat,July,2003,2003,Lower bound of prediction interval,-7.8
Farm-level wheat,July,2003,2003,Mid point of prediction interval,0.3
Wholesale wheat flour,April,2003,2003,Lower bound of prediction interval,-2.3
Farm-level wheat,July,2003,2003,Upper bound of prediction interval,10.2
Farm-level wheat,August,2003,2003,Mid point of prediction interval,-4.9
Farm-level wheat,August,2003,2003,Upper bound of prediction interval,2.1
Farm-level wheat,September,2003,2003,Lower bound of prediction interval,-5.3
Farm-level wheat,September,2003,2003,Mid point of prediction interval,-0.6
Farm-level wheat,September,2003,2003,Upper bound of prediction interval,5.3
Farm-level wheat,October,2003,2003,Lower bound of prediction interval,-4.7
Farm-level wheat,August,2003,2003,Lower bound of prediction interval,-10.7
Wholesale wheat flour,April,2003,2003,Mid point of prediction interval,6.1
Wholesale wheat flour,April,2003,2003,Upper bound of prediction interval,15.6
Wholesale wheat flour,May,2003,2003,Lower bound of prediction interval,-1.1
Wholesale wheat flour,November,2003,2003,Mid point of prediction interval,5.7
Wholesale wheat flour,November,2003,2003,Upper bound of prediction interval,6.9
Wholesale wheat flour,December,2003,2003,Lower bound of prediction interval,5.7
Wholesale wheat flour,December,2003,2003,Mid point of prediction interval,6.3
Wholesale wheat flour,December,2003,2003,Upper bound of prediction interval,6.9
Farm-level cattle,July,2003,2004,Lower bound of prediction interval,-23.3
Wholesale wheat flour,November,2003,2003,Lower bound of prediction interval,4.6
Farm-level cattle,July,2003,2004,Mid point of prediction interval,-1.3
Farm-level cattle,August,2003,2004,Lower bound of prediction interval,-22.7
Farm-level cattle,August,2003,2004,Mid point of prediction interval,-1.5
Farm-level cattle,August,2003,2004,Upper bound of prediction interval,24.4
Farm-level cattle,September,2003,2004,Lower bound of prediction interval,-19.1
Farm-level cattle,September,2003,2004,Mid point of prediction interval,1.3
Farm-level cattle,September,2003,2004,Upper bound of prediction interval,26.5
Farm-level cattle,July,2003,2004,Upper bound of prediction interval,26.9
Farm-level cattle,October,2003,2004,Mid point of prediction interval,9.7
Wholesale wheat flour,October,2003,2003,Upper bound of prediction interval,8.5
Wholesale wheat flour,October,2003,2003,Lower bound of prediction interval,4.5
Wholesale wheat flour,May,2003,2003,Mid point of prediction interval,6.1
Wholesale wheat flour,May,2003,2003,Upper bound of prediction interval,14.4
Wholesale wheat flour,June,2003,2003,Lower bound of prediction interval,1.4
Wholesale wheat flour,June,2003,2003,Mid point of prediction interval,7.4
Wholesale wheat flour,June,2003,2003,Upper bound of prediction interval,14.4
Wholesale wheat flour,July,2003,2003,Lower bound of prediction interval,2.0
Wholesale wheat flour,October,2003,2003,Mid point of prediction interval,6.4
Wholesale wheat flour,July,2003,2003,Mid point of prediction interval,6.9
Wholesale wheat flour,August,2003,2003,Lower bound of prediction interval,2.1
Wholesale wheat flour,August,2003,2003,Mid point of prediction interval,5.9
Wholesale wheat flour,August,2003,2003,Upper bound of prediction interval,10.0
Wholesale wheat flour,September,2003,2003,Lower bound of prediction interval,4.1
Wholesale wheat flour,September,2003,2003,Mid point of prediction interval,7.0
Wholesale wheat flour,September,2003,2003,Upper bound of prediction interval,10.1
Wholesale wheat flour,July,2003,2003,Upper bound of prediction interval,12.5
Wholesale wheat flour,September,2003,2004,Mid point of prediction interval,-2.1
Farm-level eggs,October,2003,2004,Lower bound of prediction interval,-20.3
Farm-level eggs,October,2003,2004,Upper bound of prediction interval,23.8
Farm-level vegetables,August,2003,2004,Upper bound of prediction interval,20.7
Farm-level soybeans,June,2003,2003,Upper bound of prediction interval,35.1
Farm-level vegetables,August,2003,2004,Lower bound of prediction interval,-18.8
Farm-level vegetables,July,2003,2004,Upper bound of prediction interval,20.3
Farm-level vegetables,July,2003,2004,Mid point of prediction interval,-1.9
Farm-level vegetables,July,2003,2004,Lower bound of prediction interval,-19.9
Farm-level fruits,December,2003,2004,Upper bound of prediction interval,44.9
Farm-level fruits,December,2003,2004,Mid point of prediction interval,11.3
Farm-level fruits,December,2003,2004,Lower bound of prediction interval,-14.7
Farm-level fruits,November,2003,2004,Upper bound of prediction interval,45.4
Farm-level fruits,November,2003,2004,Mid point of prediction interval,8.5
Farm-level fruits,November,2003,2004,Lower bound of prediction interval,-18.6
Farm-level fruits,October,2003,2004,Upper bound of prediction interval,42.8
Farm-level fruits,October,2003,2004,Mid point of prediction interval,5.0
Farm-level fruits,October,2003,2004,Lower bound of prediction interval,-22.6
Farm-level fruits,September,2003,2004,Upper bound of prediction interval,44.3
Farm-level fruits,September,2003,2004,Mid point of prediction interval,3.7
Wholesale fats and oils,October,2003,2004,Upper bound of prediction interval,15.9
Wholesale fats and oils,November,2003,2004,Lower bound of prediction interval,-7.4
Wholesale fats and oils,November,2003,2004,Mid point of prediction interval,6.7
Wholesale fats and oils,November,2003,2004,Upper bound of prediction interval,23.1
Wholesale fats and oils,December,2003,2004,Lower bound of prediction interval,-4.1
Wholesale fats and oils,December,2003,2004,Mid point of prediction interval,10.9
Farm-level vegetables,September,2003,2004,Lower bound of prediction interval,-18.7
Wholesale fats and oils,December,2003,2004,Upper bound of prediction interval,29.0
Farm-level fruits,July,2003,2004,Mid point of prediction interval,-1.7
Farm-level fruits,July,2003,2004,Upper bound of prediction interval,42.4
Farm-level fruits,August,2003,2004,Lower bound of prediction interval,-27.2
Farm-level fruits,August,2003,2004,Mid point of prediction interval,2.4
Farm-level fruits,August,2003,2004,Upper bound of prediction interval,45.1
Farm-level fruits,September,2003,2004,Lower bound of prediction interval,-25.3
Farm-level fruits,July,2003,2004,Lower bound of prediction interval,-31.5
Farm-level vegetables,September,2003,2004,Mid point of prediction interval,-0.9
Farm-level vegetables,September,2003,2004,Upper bound of prediction interval,20.8
Farm-level vegetables,October,2003,2004,Lower bound of prediction interval,-20.1
Farm-level wheat,October,2003,2004,Mid point of prediction interval,-2.3
Farm-level wheat,October,2003,2004,Upper bound of prediction interval,34.8
Farm-level wheat,November,2003,2004,Lower bound of prediction interval,-27.1
Farm-level wheat,November,2003,2004,Mid point of prediction interval,-2.5
Farm-level wheat,November,2003,2004,Upper bound of prediction interval,30.8
Farm-level wheat,December,2003,2004,Lower bound of prediction interval,-18.1
Farm-level wheat,October,2003,2004,Lower bound of prediction interval,-28.3
Farm-level wheat,December,2003,2004,Mid point of prediction interval,7.7
Wholesale wheat flour,July,2003,2004,Lower bound of prediction interval,-16.1
Wholesale wheat flour,July,2003,2004,Mid point of prediction interval,1.9
Wholesale wheat flour,July,2003,2004,Upper bound of prediction interval,23.8
Wholesale wheat flour,August,2003,2004,Lower bound of prediction interval,-16.8
Wholesale wheat flour,August,2003,2004,Mid point of prediction interval,-0.4
Wholesale wheat flour,August,2003,2004,Upper bound of prediction interval,19.4
Farm-level wheat,December,2003,2004,Upper bound of prediction interval,41.8
Wholesale fats and oils,October,2003,2004,Mid point of prediction interval,-0.5
Farm-level wheat,September,2003,2004,Upper bound of prediction interval,41.8
Farm-level wheat,September,2003,2004,Lower bound of prediction interval,-27.3
Farm-level vegetables,October,2003,2004,Mid point of prediction interval,-3.3
Farm-level vegetables,October,2003,2004,Upper bound of prediction interval,18.4
